Tag Counts:
Tag,Count
Untagged,3977
email,15
sv_P1,4
sv_P4,1
sv_P5,1
sv_P3,1
sv_P2,1

Port/Protocol Combination Counts:
Port,Protocol,Count
56948,tcp,1
8589,udp,1
52295,tcp,1
10391,udp,1
43098,udp,1
24998,icmp,1
52354,udp,1
62495,udp,1
49493,tcp,1
20011,icmp,1
17146,tcp,1
44749,udp,1
48284,icmp,1
24551,icmp,1
7263,icmp,1
59043,tcp,1
51652,udp,1
36485,tcp,1
16535,udp,1
54791,udp,1
64002,udp,1
53650,udp,1
36233,tcp,1
3961,tcp,1
4749,udp,1
52866,udp,1
52962,icmp,1
17407,icmp,1
4759,tcp,1
32135,tcp,1
37294,icmp,1
28149,icmp,1
61426,icmp,1
17636,tcp,1
8525,tcp,1
1844,icmp,1
15285,udp,1
22622,udp,1
52380,tcp,1
38827,icmp,1
60283,udp,1
53388,icmp,1
21439,icmp,1
34900,udp,1
15985,udp,1
43765,udp,1
24611,tcp,1
31615,udp,1
5615,udp,1
58599,udp,1
63697,tcp,1
25340,udp,1
33846,icmp,1
61663,udp,1
12087,icmp,1
7117,udp,1
48280,tcp,1
1323,tcp,1
24548,icmp,1
22212,tcp,1
57968,icmp,1
13007,icmp,1
40252,udp,1
47494,tcp,1
618,tcp,1
11313,udp,1
61867,udp,1
37287,tcp,1
46820,udp,1
1484,icmp,1
44689,icmp,1
5606,icmp,1
9367,udp,1
64462,icmp,1
16858,tcp,1
7853,tcp,1
21924,icmp,1
26717,tcp,1
10809,icmp,1
14612,icmp,1
12891,icmp,1
3626,udp,1
46225,tcp,1
31435,icmp,1
58664,icmp,1
53762,udp,1
52294,icmp,1
48283,udp,1
49076,tcp,1
1189,udp,1
32932,icmp,1
62,icmp,1
30628,udp,1
36125,tcp,1
13310,icmp,1
32614,tcp,1
7665,icmp,1
60759,tcp,1
5367,icmp,1
8095,icmp,1
50428,udp,1
56224,tcp,1
19229,icmp,1
22827,udp,1
21373,udp,1
15365,tcp,1
21986,icmp,1
59976,udp,1
18909,udp,1
15865,udp,1
15513,udp,1
2375,tcp,1
7176,tcp,1
61350,tcp,1
15330,tcp,1
57406,tcp,1
4860,tcp,1
4721,udp,1
65407,tcp,1
17365,udp,1
44977,icmp,1
3364,icmp,1
64736,udp,1
64095,tcp,1
36061,udp,1
63534,icmp,1
45859,udp,1
43722,tcp,1
24932,icmp,1
7433,icmp,1
4543,tcp,1
55466,udp,1
24104,tcp,1
54157,udp,1
55450,tcp,1
43846,icmp,1
41956,tcp,1
15772,icmp,1
42072,icmp,1
28108,udp,1
25812,udp,1
8268,icmp,1
10103,icmp,1
3530,icmp,1
32966,tcp,1
59409,udp,1
55455,tcp,1
43424,udp,1
14353,udp,1
19601,icmp,1
18824,icmp,1
32127,tcp,1
48776,icmp,1
28975,icmp,1
54785,udp,1
35913,icmp,1
34557,icmp,1
27400,icmp,1
58756,udp,1
43122,icmp,1
19983,icmp,1
42586,tcp,1
18740,icmp,1
14826,udp,1
18598,udp,1
33599,udp,1
6474,tcp,1
6505,icmp,1
21857,udp,1
34220,icmp,1
38765,tcp,1
52991,udp,1
16455,udp,1
16523,icmp,1
11271,tcp,1
23180,icmp,1
35709,tcp,1
18060,icmp,1
44199,udp,1
61522,tcp,1
54024,icmp,1
62669,tcp,1
63611,udp,1
46594,udp,1
33320,udp,1
11480,tcp,1
4402,udp,1
14760,tcp,1
8360,udp,1
22419,udp,1
3183,icmp,1
24236,icmp,1
64800,udp,1
25673,udp,1
63689,tcp,1
1415,tcp,1
41245,udp,1
58987,icmp,1
15526,udp,1
3413,udp,1
48437,udp,1
20094,icmp,1
42599,udp,1
44929,tcp,1
56481,tcp,1
847,udp,1
32886,icmp,1
43299,icmp,1
32590,icmp,1
53747,tcp,1
33855,udp,1
51644,udp,1
55803,udp,1
12348,udp,1
54812,icmp,1
17899,icmp,1
53058,icmp,1
10503,icmp,1
8006,udp,1
43000,udp,1
6931,tcp,1
63596,tcp,1
42471,icmp,1
11085,icmp,1
38924,icmp,1
56743,udp,1
35052,udp,1
15963,udp,1
43416,udp,1
9550,icmp,1
16964,udp,1
18663,tcp,1
3634,icmp,1
23021,udp,1
60505,tcp,1
41668,icmp,1
56111,tcp,1
6633,icmp,1
7982,udp,1
52870,icmp,1
34445,udp,1
33410,icmp,1
11725,icmp,1
53507,tcp,1
36818,udp,1
5052,udp,1
43945,icmp,1
48984,icmp,1
27973,udp,1
42810,udp,1
64431,icmp,1
11305,icmp,1
33818,tcp,1
13362,tcp,1
55404,tcp,1
1565,icmp,1
17230,udp,1
64940,icmp,1
32974,udp,1
29992,icmp,1
51061,udp,1
31048,udp,1
30680,icmp,1
23384,icmp,1
8191,udp,1
12624,icmp,1
33667,icmp,1
54956,tcp,1
32255,udp,1
56580,tcp,1
32138,udp,1
27818,icmp,1
3849,udp,1
31429,icmp,1
29588,udp,1
26611,udp,1
65153,icmp,1
56913,tcp,1
51994,udp,1
2046,icmp,1
2144,tcp,1
53082,icmp,1
29695,icmp,1
14812,tcp,1
60292,udp,1
64193,tcp,1
47798,udp,1
44841,tcp,1
54732,udp,1
62243,udp,1
22543,udp,1
57137,icmp,1
12120,icmp,1
57745,icmp,1
24293,udp,1
20334,icmp,1
44855,udp,1
23116,icmp,1
44328,tcp,1
63312,tcp,1
41205,icmp,1
2413,tcp,1
52938,icmp,1
47976,tcp,1
61556,icmp,1
976,udp,1
58262,icmp,1
30663,udp,1
17146,icmp,1
64934,udp,1
37434,udp,1
53193,udp,1
11989,tcp,1
18134,udp,1
24466,icmp,1
52144,icmp,1
9674,tcp,1
9425,udp,1
62516,udp,1
64886,udp,1
263,icmp,1
54877,tcp,1
1131,tcp,1
63874,udp,1
23619,tcp,1
44951,tcp,1
48385,icmp,1
29591,icmp,1
25595,tcp,1
51745,udp,1
30374,udp,1
3245,icmp,1
3345,udp,1
47234,icmp,1
7184,tcp,1
59062,udp,1
50073,tcp,1
13517,tcp,1
17338,icmp,1
29751,tcp,1
29745,tcp,1
28165,tcp,1
29949,udp,1
61863,udp,1
9288,tcp,1
9597,icmp,1
45317,tcp,1
6009,icmp,1
31038,icmp,1
20203,tcp,1
56699,icmp,1
51249,icmp,1
38312,udp,1
2763,icmp,1
57451,udp,1
53329,tcp,1
2872,udp,1
46256,udp,1
32076,udp,1
22894,tcp,1
28740,icmp,1
34312,udp,1
10373,udp,1
64762,icmp,1
2344,tcp,1
31161,icmp,1
24950,udp,1
30556,icmp,1
48482,icmp,1
56846,tcp,1
49254,tcp,1
12080,udp,1
55747,tcp,1
19321,icmp,1
62305,udp,1
86,icmp,1
37444,icmp,1
59307,tcp,1
43794,udp,1
23667,udp,1
60786,icmp,1
59576,icmp,1
14255,tcp,1
29794,udp,1
4372,tcp,1
56553,icmp,1
19580,icmp,1
14552,icmp,1
26265,tcp,1
3955,icmp,1
44607,tcp,1
60843,icmp,1
31321,icmp,1
1362,tcp,1
44566,icmp,1
59628,tcp,1
62279,icmp,1
36608,tcp,1
29947,udp,1
59374,tcp,1
36004,udp,1
56691,icmp,1
15392,udp,1
21805,icmp,1
13655,tcp,1
2008,icmp,1
33351,udp,1
63713,tcp,1
30362,udp,1
64046,tcp,1
6678,tcp,1
3602,udp,1
56918,udp,1
34945,tcp,1
40827,udp,1
62794,tcp,1
41584,icmp,1
37250,tcp,1
16230,tcp,1
24278,icmp,1
64935,tcp,1
17074,tcp,1
51708,udp,1
52978,icmp,1
55061,tcp,1
56341,icmp,1
45512,icmp,1
21404,icmp,1
47497,icmp,1
48184,udp,1
5165,udp,1
24248,icmp,1
27692,icmp,1
28576,udp,1
36700,icmp,1
24985,udp,1
33117,icmp,1
11547,udp,1
31375,udp,1
40220,udp,1
47066,udp,1
36258,udp,1
18034,udp,1
51071,icmp,1
61567,icmp,1
65161,icmp,1
51955,udp,1
635,tcp,1
49638,udp,1
11685,udp,1
23502,udp,1
6307,udp,1
58620,tcp,1
30090,tcp,1
526,tcp,1
30847,icmp,1
55192,tcp,1
29365,tcp,1
5275,tcp,1
2680,icmp,1
30851,icmp,1
47203,udp,1
44742,udp,1
58634,icmp,1
47931,tcp,1
1601,udp,1
20163,tcp,1
8087,udp,1
28598,tcp,1
7525,udp,1
23442,udp,1
44333,icmp,1
6617,tcp,1
17470,udp,1
28762,udp,1
25552,icmp,1
4148,udp,1
221,udp,1
43566,tcp,1
51714,icmp,1
26909,tcp,1
50135,udp,1
2581,udp,1
28935,tcp,1
50619,tcp,1
7138,udp,1
50918,icmp,1
60617,udp,1
34940,tcp,1
45030,tcp,1
7775,udp,1
9498,icmp,1
18856,tcp,1
41254,icmp,1
7084,udp,1
54270,udp,1
48642,icmp,1
25490,tcp,1
17943,icmp,1
51606,tcp,1
23956,tcp,1
48406,udp,1
27096,tcp,1
54904,icmp,1
44545,icmp,1
59099,udp,1
50744,tcp,1
23520,icmp,1
36488,icmp,1
49563,tcp,1
60200,icmp,1
5124,icmp,1
26139,icmp,1
51428,udp,1
11307,tcp,1
60757,tcp,1
43010,udp,1
41414,tcp,1
44620,udp,1
46712,tcp,1
24024,icmp,1
21191,icmp,1
25683,udp,1
52238,udp,1
36427,udp,1
55064,icmp,1
33642,udp,1
13934,icmp,1
55539,udp,1
63843,tcp,1
15591,udp,1
49984,tcp,1
43260,tcp,1
31779,udp,1
22155,icmp,1
6933,icmp,1
64144,tcp,1
28204,icmp,1
26315,udp,1
59308,tcp,1
13057,udp,1
42027,udp,1
61594,udp,1
59499,icmp,1
58051,icmp,1
16875,icmp,1
54449,udp,1
62823,udp,1
23492,icmp,1
34872,tcp,1
20348,icmp,1
54664,udp,1
57470,icmp,1
9361,tcp,1
19848,udp,1
35814,udp,1
36482,tcp,1
54461,udp,1
54086,icmp,1
53269,tcp,1
1589,udp,1
46087,udp,1
56901,icmp,1
35251,icmp,1
54182,icmp,1
56728,tcp,1
12456,icmp,1
65534,udp,1
10904,tcp,1
880,udp,1
37766,tcp,1
65367,udp,1
58531,icmp,1
53979,udp,1
44133,udp,1
52063,icmp,1
19866,icmp,1
32544,icmp,1
13960,udp,1
46759,udp,1
22517,udp,1
57473,tcp,1
39269,tcp,1
41693,icmp,1
32412,icmp,1
47999,udp,1
13468,udp,1
21954,icmp,1
50587,icmp,1
20113,udp,1
64745,icmp,1
33045,tcp,1
32551,tcp,1
60426,icmp,1
14945,tcp,1
58551,udp,1
27170,udp,1
23306,tcp,1
49829,udp,1
29239,icmp,1
22722,tcp,1
19254,tcp,1
54718,udp,1
41705,tcp,1
10330,udp,1
17136,tcp,1
9354,udp,1
56100,tcp,1
19328,icmp,1
56408,icmp,1
35793,udp,1
11999,tcp,1
37696,udp,1
14420,tcp,1
17224,tcp,1
11057,tcp,1
13827,tcp,1
24929,udp,1
57159,icmp,1
53166,tcp,1
60493,udp,1
46768,tcp,1
28633,udp,1
46380,icmp,1
1241,udp,1
5527,icmp,1
52102,udp,1
12234,icmp,1
50217,tcp,1
10752,icmp,1
19048,icmp,1
3848,udp,1
30271,udp,1
3653,tcp,1
61181,tcp,1
46704,tcp,1
46210,tcp,1
24126,icmp,1
51203,tcp,1
46346,udp,1
40180,icmp,1
20955,udp,1
62968,tcp,1
47759,tcp,1
38895,icmp,1
1225,tcp,1
13393,icmp,1
18187,tcp,1
27865,tcp,1
29266,udp,1
25120,udp,1
60290,icmp,1
42876,tcp,1
28618,icmp,1
21179,tcp,1
2752,tcp,1
25364,tcp,1
3273,icmp,1
51339,icmp,1
62699,icmp,1
1458,icmp,1
51505,icmp,1
23663,icmp,1
2263,icmp,1
16946,tcp,1
10083,icmp,1
25738,icmp,1
33978,icmp,1
32109,tcp,1
6083,tcp,1
39065,icmp,1
46160,udp,1
3195,tcp,1
20547,icmp,1
7785,icmp,1
53191,udp,1
62492,tcp,1
4130,udp,1
4259,udp,1
2993,udp,1
1831,icmp,1
642,udp,1
16884,udp,1
50386,tcp,1
52527,udp,1
13614,icmp,1
36544,tcp,1
16160,tcp,1
57116,tcp,1
23818,tcp,1
14960,udp,1
15212,udp,1
6870,tcp,1
29219,icmp,1
45647,tcp,1
29831,tcp,1
38371,icmp,1
5880,udp,1
37688,icmp,1
3545,tcp,1
21876,tcp,1
48062,udp,1
16317,udp,1
6967,tcp,1
54926,udp,1
50686,tcp,1
2346,icmp,1
59718,tcp,1
49451,udp,1
46176,icmp,1
52635,udp,1
16473,udp,1
2261,icmp,1
6646,icmp,1
21345,icmp,1
15916,icmp,1
33320,icmp,1
21034,udp,1
46640,tcp,1
7030,tcp,1
20064,tcp,1
30383,udp,1
9719,udp,1
34729,icmp,1
49316,tcp,1
6901,udp,1
41838,udp,1
47293,udp,1
42750,icmp,1
28460,icmp,1
35389,tcp,1
58806,icmp,1
35542,udp,1
12178,tcp,1
32296,tcp,1
295,icmp,1
18226,tcp,1
7400,icmp,1
38093,tcp,1
35302,icmp,1
62245,udp,1
12025,icmp,1
3839,icmp,1
30059,tcp,1
59127,icmp,1
47750,tcp,1
53961,icmp,1
18438,tcp,1
6806,icmp,1
42993,icmp,1
47230,icmp,1
52353,tcp,1
12426,icmp,1
62706,tcp,1
11308,udp,1
